epoch,step,train_loss_epoch,train_loss_step,train_mae_epoch,train_mae_step,train_mse,train_rmse,val_loss_epoch,val_loss_step,val_mae_epoch,val_mae_step,val_mse,val_rmse
,23,,,,,,,,310.0264892578125,,310.5264892578125,,
,24,,,,,,,,351.9643249511719,,352.4643249511719,,
,25,,,,,,,,307.6735534667969,,308.1735534667969,,
,26,,,,,,,,352.6214904785156,,353.1214904785156,,
,27,,,,,,,,301.50787353515625,,302.00787353515625,,
,28,,,,,,,,282.0203552246094,,282.5203552246094,,
,29,,,,,,,,284.7701721191406,,285.2701721191406,,
,30,,,,,,,,326.7694396972656,,327.2694396972656,,
,31,,,,,,,,330.4985656738281,,330.9985656738281,,
,32,,,,,,,,296.33770751953125,,296.83770751953125,,
2,263,,,,,,,314.370361328125,,314.870361328125,,151635.453125,388.5800476074219
2,263,320.28515625,,320.7847595214844,,157465.21875,395.5957336425781,,,,,,
3,269,,342.6344909667969,,343.130859375,,,,,,,,
3,279,,335.6198425292969,,336.1198425292969,,,,,,,,
3,289,,350.2364196777344,,350.7364196777344,,,,,,,,
3,299,,358.3219909667969,,358.8219909667969,,,,,,,,
3,309,,326.8949279785156,,327.3949279785156,,,,,,,,
3,319,,292.93310546875,,293.4310302734375,,,,,,,,
3,329,,331.99700927734375,,332.49700927734375,,,,,,,,
3,339,,311.5617980957031,,312.0617980957031,,,,,,,,
3,349,,271.8123474121094,,272.3115234375,,,,,,,,
,33,,,,,,,,315.5307922363281,,316.0307922363281,,
,34,,,,,,,,296.75616455078125,,297.25042724609375,,
,35,,,,,,,,350.023193359375,,350.523193359375,,
,36,,,,,,,,309.28814697265625,,309.78814697265625,,
,37,,,,,,,,360.2065124511719,,360.7065124511719,,
,38,,,,,,,,286.7953796386719,,287.29412841796875,,
,39,,,,,,,,292.3956604003906,,292.8956604003906,,
,40,,,,,,,,280.99859619140625,,281.49859619140625,,
,41,,,,,,,,320.47564697265625,,320.97564697265625,,
,42,,,,,,,,317.79425048828125,,318.29425048828125,,
,43,,,,,,,,301.6883239746094,,302.1883239746094,,
3,351,,,,,,,312.0250549316406,,312.5244140625,,148379.703125,384.4830017089844
3,351,316.6181640625,,317.11785888671875,,153999.046875,391.35369873046875,,,,,,
4,359,,289.6549072265625,,290.1549072265625,,,,,,,,
4,369,,293.70635986328125,,294.20635986328125,,,,,,,,
4,379,,324.90277099609375,,325.395751953125,,,,,,,,
4,389,,235.55921936035156,,236.05921936035156,,,,,,,,
4,399,,348.7482604980469,,349.2482604980469,,,,,,,,
4,409,,302.4815979003906,,302.9815979003906,,,,,,,,
4,419,,318.1780090332031,,318.6780090332031,,,,,,,,
4,429,,308.6754455566406,,309.1754455566406,,,,,,,,
4,439,,331.4641418457031,,331.9641418457031,,,,,,,,
,44,,,,,,,,308.5113220214844,,309.0107421875,,
,45,,,,,,,,306.6982421875,,307.1982421875,,
,46,,,,,,,,346.65582275390625,,347.15582275390625,,
,47,,,,,,,,307.59222412109375,,308.09222412109375,,
,48,,,,,,,,332.97918701171875,,333.47918701171875,,
,49,,,,,,,,286.1127014160156,,286.6061706542969,,
,50,,,,,,,,283.626708984375,,284.1205139160156,,
,51,,,,,,,,278.153564453125,,278.653564453125,,
,52,,,,,,,,316.6712341308594,,317.1712341308594,,
,53,,,,,,,,324.928955078125,,325.428955078125,,
,54,,,,,,,,292.37774658203125,,292.87774658203125,,
4,439,,,,,,,307.7078857421875,,308.2066955566406,,142655.6875,376.91082763671875
4,439,310.1522521972656,,310.6517639160156,,147452.859375,382.5621337890625,,,,,,
5,449,,279.8927307128906,,280.3927307128906,,,,,,,,
5,459,,286.375,,286.875,,,,,,,,
5,469,,314.5715026855469,,315.0715026855469,,,,,,,,
5,479,,292.6247863769531,,293.1247863769531,,,,,,,,
5,489,,315.5976867675781,,316.0976867675781,,,,,,,,
5,499,,352.3952941894531,,352.8952941894531,,,,,,,,
5,509,,300.14422607421875,,300.64422607421875,,,,,,,,
5,519,,248.4151611328125,,248.9151611328125,,,,,,,,
,55,,,,,,,,311.68194580078125,,312.18194580078125,,
,56,,,,,,,,288.0561828613281,,288.5561828613281,,
,57,,,,,,,,345.0358581542969,,345.5355224609375,,
,58,,,,,,,,284.751220703125,,285.251220703125,,
,59,,,,,,,,336.76068115234375,,337.26068115234375,,
,60,,,,,,,,269.7250671386719,,270.2250671386719,,
,61,,,,,,,,282.1579895019531,,282.6579895019531,,
,62,,,,,,,,284.1446838378906,,284.6446838378906,,
,63,,,,,,,,318.95098876953125,,319.45098876953125,,
,64,,,,,,,,324.9539489746094,,325.4539489746094,,
,65,,,,,,,,293.6732482910156,,294.1732482910156,,
5,527,,,,,,,303.6548767089844,,304.1548767089844,,141448.203125,375.1692810058594
5,527,306.39471435546875,,306.89434814453125,,144198.4375,378.3718566894531,,,,,,
6,529,,318.36492919921875,,318.86492919921875,,,,,,,,
6,539,,281.6362609863281,,282.1362609863281,,,,,,,,
6,549,,298.91168212890625,,299.41168212890625,,,,,,,,
6,559,,298.5077209472656,,299.0045471191406,,,,,,,,
6,569,,327.44061279296875,,327.94061279296875,,,,,,,,
6,579,,312.14874267578125,,312.64874267578125,,,,,,,,
6,589,,291.7506103515625,,292.2506103515625,,,,,,,,
6,599,,288.5303955078125,,289.0303955078125,,,,,,,,
6,609,,336.1488037109375,,336.6488037109375,,,,,,,,
,66,,,,,,,,307.6917419433594,,308.1917419433594,,
,67,,,,,,,,287.146240234375,,287.646240234375,,
,68,,,,,,,,336.75689697265625,,337.25689697265625,,
,69,,,,,,,,295.5198974609375,,296.0198974609375,,
,70,,,,,,,,319.0412902832031,,319.5412902832031,,
,71,,,,,,,,262.68548583984375,,263.18548583984375,,
,72,,,,,,,,271.6046142578125,,272.1046142578125,,
,73,,,,,,,,278.11151123046875,,278.61151123046875,,
,74,,,,,,,,310.48333740234375,,310.98333740234375,,
,75,,,,,,,,311.348876953125,,311.848876953125,,
,76,,,,,,,,290.7809753417969,,291.2809753417969,,
6,615,,,,,,,297.3979797363281,,297.8979797363281,,133839.578125,365.049072265625
6,615,300.3711853027344,,300.87091064453125,,138400.78125,371.1658935546875,,,,,,
7,619,,333.8973083496094,,334.3973083496094,,,,,,,,
7,629,,285.4859313964844,,285.9854431152344,,,,,,,,
7,639,,290.1949157714844,,290.6949157714844,,,,,,,,
7,649,,308.00018310546875,,308.50018310546875,,,,,,,,
7,659,,298.60369873046875,,299.10369873046875,,,,,,,,
7,669,,325.0199279785156,,325.5199279785156,,,,,,,,
7,679,,333.727294921875,,334.227294921875,,,,,,,,
7,689,,284.3642578125,,284.8642578125,,,,,,,,
7,699,,290.9049377441406,,291.4049377441406,,,,,,,,
,77,,,,,,,,295.15386962890625,,295.6522216796875,,
,78,,,,,,,,285.50726318359375,,286.00726318359375,,
,79,,,,,,,,340.1253662109375,,340.6253662109375,,
,80,,,,,,,,269.7386474609375,,270.2386474609375,,
,81,,,,,,,,334.94158935546875,,335.44158935546875,,
,82,,,,,,,,268.1312255859375,,268.6312255859375,,
,83,,,,,,,,266.1082763671875,,266.6082763671875,,
,84,,,,,,,,256.6689147949219,,257.1689147949219,,
,85,,,,,,,,303.1679382324219,,303.6679382324219,,
,86,,,,,,,,308.1159362792969,,308.61590576171875,,
,87,,,,,,,,270.108642578125,,270.608642578125,,
7,703,,,,,,,290.76483154296875,,291.2646789550781,,127998.265625,356.6119689941406
7,703,295.9911804199219,,296.490966796875,,134648.296875,365.8046569824219,,,,,,
8,709,,290.1076965332031,,290.6076965332031,,,,,,,,
8,719,,272.78057861328125,,273.2760925292969,,,,,,,,
8,729,,308.9391174316406,,309.4391174316406,,,,,,,,
8,739,,281.4061584472656,,281.9061584472656,,,,,,,,
8,749,,311.46417236328125,,311.96417236328125,,,,,,,,
8,759,,271.07037353515625,,271.57037353515625,,,,,,,,
8,769,,289.3481140136719,,289.8481140136719,,,,,,,,
8,779,,255.7049560546875,,256.2049560546875,,,,,,,,
8,789,,296.4564514160156,,296.9557189941406,,,,,,,,
,88,,,,,,,,297.8454284667969,,298.3454284667969,,
,89,,,,,,,,279.5416259765625,,280.0416259765625,,
,90,,,,,,,,332.3297119140625,,332.8297119140625,,
,91,,,,,,,,282.6415100097656,,283.1415100097656,,
,92,,,,,,,,323.68511962890625,,324.18511962890625,,
,93,,,,,,,,262.7355651855469,,263.2355651855469,,
,94,,,,,,,,271.8047180175781,,272.3047180175781,,
,95,,,,,,,,275.71075439453125,,276.21075439453125,,
,96,,,,,,,,298.5674743652344,,299.0674743652344,,
,97,,,,,,,,293.03729248046875,,293.53729248046875,,
,98,,,,,,,,280.33538818359375,,280.83538818359375,,
8,791,,,,,,,290.77825927734375,,291.27825927734375,,127354.328125,356.1493225097656
8,791,292.60400390625,,293.10357666015625,,131592.390625,361.8481750488281,,,,,,
9,799,,254.28929138183594,,254.78929138183594,,,,,,,,
9,809,,261.4207763671875,,261.9207763671875,,,,,,,,
9,819,,301.7816162109375,,302.2816162109375,,,,,,,,
9,829,,269.760986328125,,270.260986328125,,,,,,,,
9,839,,291.46966552734375,,291.96966552734375,,,,,,,,
9,849,,305.03570556640625,,305.53570556640625,,,,,,,,
9,859,,298.6796569824219,,299.1796569824219,,,,,,,,
9,869,,291.1850891113281,,291.6850891113281,,,,,,,,
9,879,,256.01220703125,,256.51220703125,,,,,,,,
,99,,,,,,,,292.6446228027344,,293.1446228027344,,
,100,,,,,,,,278.68939208984375,,279.18939208984375,,
,101,,,,,,,,324.90869140625,,325.40869140625,,
,102,,,,,,,,280.1280822753906,,280.6280822753906,,
,103,,,,,,,,320.3588562011719,,320.8588562011719,,
,104,,,,,,,,260.08642578125,,260.58642578125,,
,105,,,,,,,,262.42767333984375,,262.9232482910156,,
,106,,,,,,,,268.1475524902344,,268.6475524902344,,
,107,,,,,,,,293.0821228027344,,293.5821228027344,,
,108,,,,,,,,295.3956298828125,,295.8956298828125,,
,109,,,,,,,,262.6086120605469,,263.1086120605469,,
9,879,,,,,,,285.38079833984375,,285.8804016113281,,124227.9765625,351.7015075683594
9,879,289.45794677734375,,289.9576110839844,,128329.4921875,357.28076171875,,,,,,
