epoch,step,train_loss_epoch,train_loss_step,train_mae_epoch,train_mae_step,train_mse,train_rmse,val_loss_epoch,val_loss_step,val_mae_epoch,val_mae_step,val_mse,val_rmse
,15,,,,,,,,332.3672180175781,,332.8672180175781,,
,16,,,,,,,,263.11328125,,263.61328125,,
,17,,,,,,,,259.1087341308594,,259.6047058105469,,
,18,,,,,,,,263.8138427734375,,264.3138427734375,,
,19,,,,,,,,294.55755615234375,,295.05755615234375,,
,20,,,,,,,,301.18084716796875,,301.6768798828125,,
,21,,,,,,,,270.1125183105469,,270.6125183105469,,
1,175,,,,,,,287.56024169921875,,288.0588073730469,,125305.359375,352.9759521484375
1,175,297.72039794921875,,298.22021484375,,136615.21875,368.15899658203125,,,,,,
2,179,,334.4360656738281,,334.9360656738281,,,,,,,,
2,189,,266.429931640625,,266.929931640625,,,,,,,,
2,199,,268.7552795410156,,269.2552795410156,,,,,,,,
2,209,,285.2059020996094,,285.7059020996094,,,,,,,,
2,219,,273.8990783691406,,274.3990783691406,,,,,,,,
2,229,,279.7089538574219,,280.2089538574219,,,,,,,,
2,239,,250.97921752929688,,251.47921752929688,,,,,,,,
2,249,,289.2774353027344,,289.7774353027344,,,,,,,,
2,259,,269.0639953613281,,269.5639953613281,,,,,,,,
,22,,,,,,,,270.04443359375,,270.54443359375,,
,23,,,,,,,,258.05499267578125,,258.55499267578125,,
,24,,,,,,,,296.16717529296875,,296.66717529296875,,
,25,,,,,,,,261.50494384765625,,262.00494384765625,,
,26,,,,,,,,298.4897155761719,,298.9897155761719,,
,27,,,,,,,,243.70774841308594,,244.2001495361328,,
,28,,,,,,,,246.20333862304688,,246.70333862304688,,
,29,,,,,,,,254.1253662109375,,254.6253662109375,,
,30,,,,,,,,283.6529846191406,,284.1529846191406,,
,31,,,,,,,,287.9468994140625,,288.4468994140625,,
,32,,,,,,,,259.43341064453125,,259.93341064453125,,
2,263,,,,,,,269.0574645996094,,269.5567626953125,,113145.171875,335.67529296875
2,263,276.626953125,,277.1266784667969,,118243.8515625,342.8417053222656,,,,,,
3,269,,249.4217529296875,,249.9217529296875,,,,,,,,
3,279,,254.96026611328125,,255.46026611328125,,,,,,,,
3,289,,263.5367736816406,,264.0367736816406,,,,,,,,
3,299,,261.6651611328125,,262.1650695800781,,,,,,,,
3,309,,263.852294921875,,264.352294921875,,,,,,,,
3,319,,283.0712890625,,283.5712890625,,,,,,,,
3,329,,255.35186767578125,,255.85186767578125,,,,,,,,
3,339,,228.08724975585938,,228.58724975585938,,,,,,,,
3,349,,278.83770751953125,,279.33770751953125,,,,,,,,
,33,,,,,,,,264.33978271484375,,264.83978271484375,,
,34,,,,,,,,232.24703979492188,,232.74703979492188,,
,35,,,,,,,,280.4307556152344,,280.9307556152344,,
,36,,,,,,,,229.60728454589844,,230.10313415527344,,
,37,,,,,,,,272.02117919921875,,272.52117919921875,,
,38,,,,,,,,234.25115966796875,,234.75115966796875,,
,39,,,,,,,,229.06080627441406,,229.56080627441406,,
,40,,,,,,,,241.71951293945312,,242.21945190429688,,
,41,,,,,,,,258.10595703125,,258.60595703125,,
,42,,,,,,,,265.9078063964844,,266.407470703125,,
,43,,,,,,,,241.6050567626953,,242.1050567626953,,
3,351,,,,,,,249.9597625732422,,250.4593505859375,,95641.9453125,308.6044921875
3,351,260.0180358886719,,260.517822265625,,105416.2734375,323.71588134765625,,,,,,
4,359,,242.77915954589844,,243.27915954589844,,,,,,,,
4,369,,243.1708221435547,,243.6708221435547,,,,,,,,
4,379,,240.81735229492188,,241.31735229492188,,,,,,,,
4,389,,250.56173706054688,,251.0591583251953,,,,,,,,
4,399,,230.86825561523438,,231.36825561523438,,,,,,,,
4,409,,215.06643676757812,,215.56643676757812,,,,,,,,
4,419,,254.25296020507812,,254.75296020507812,,,,,,,,
4,429,,262.03692626953125,,262.53692626953125,,,,,,,,
4,439,,240.0537567138672,,240.5537567138672,,,,,,,,
,44,,,,,,,,257.1990966796875,,257.6990966796875,,
,45,,,,,,,,223.92222595214844,,224.421875,,
,46,,,,,,,,276.759033203125,,277.259033203125,,
,47,,,,,,,,222.16685485839844,,222.6631317138672,,
,48,,,,,,,,264.81109619140625,,265.31109619140625,,
,49,,,,,,,,220.80517578125,,221.30517578125,,
,50,,,,,,,,224.60067749023438,,225.09799194335938,,
,51,,,,,,,,222.8061981201172,,223.3061981201172,,
,52,,,,,,,,255.45230102539062,,255.95230102539062,,
,53,,,,,,,,246.42666625976562,,246.92654418945312,,
,54,,,,,,,,232.63040161132812,,233.12814331054688,,
4,439,,,,,,,240.71202087402344,,241.211181640625,,87946.59375,295.9555969238281
4,439,245.84666442871094,,246.34616088867188,,94508.7109375,306.1979675292969,,,,,,
5,449,,243.1931610107422,,243.6896209716797,,,,,,,,
5,459,,213.5576629638672,,214.05747985839844,,,,,,,,
5,469,,228.04522705078125,,228.54103088378906,,,,,,,,
5,479,,202.77767944335938,,203.27767944335938,,,,,,,,
5,489,,231.37103271484375,,231.87103271484375,,,,,,,,
5,499,,211.08486938476562,,211.58486938476562,,,,,,,,
5,509,,252.5606231689453,,253.0606231689453,,,,,,,,
5,519,,239.376953125,,239.876953125,,,,,,,,
,55,,,,,,,,244.54306030273438,,245.04306030273438,,
,56,,,,,,,,203.46868896484375,,203.96868896484375,,
,57,,,,,,,,257.0972595214844,,257.5972595214844,,
,58,,,,,,,,223.7494354248047,,224.2494354248047,,
,59,,,,,,,,243.53794860839844,,244.03317260742188,,
,60,,,,,,,,211.6562957763672,,212.1562957763672,,
,61,,,,,,,,208.66014099121094,,209.16014099121094,,
,62,,,,,,,,218.12847900390625,,218.6241912841797,,
,63,,,,,,,,226.48081970214844,,226.98081970214844,,
,64,,,,,,,,241.352783203125,,241.852783203125,,
,65,,,,,,,,207.5004119873047,,208.0004119873047,,
5,527,,,,,,,226.06869506835938,,226.56787109375,,77870.359375,278.4313659667969
5,527,232.2916717529297,,232.79129028320312,,84614.0703125,289.87744140625,,,,,,
6,529,,230.99859619140625,,231.49859619140625,,,,,,,,
6,539,,267.21673583984375,,267.71673583984375,,,,,,,,
6,549,,235.97784423828125,,236.47784423828125,,,,,,,,
6,559,,234.6016082763672,,235.1016082763672,,,,,,,,
6,569,,219.8773651123047,,220.37725830078125,,,,,,,,
6,579,,201.94447326660156,,202.44276428222656,,,,,,,,
6,589,,208.9458465576172,,209.44480895996094,,,,,,,,
6,599,,208.2160186767578,,208.7160186767578,,,,,,,,
6,609,,178.96434020996094,,179.46434020996094,,,,,,,,
,66,,,,,,,,241.9001922607422,,242.4001922607422,,
,67,,,,,,,,197.10594177246094,,197.60594177246094,,
,68,,,,,,,,242.4165496826172,,242.9165496826172,,
,69,,,,,,,,215.92788696289062,,216.42788696289062,,
,70,,,,,,,,229.3908233642578,,229.8908233642578,,
,71,,,,,,,,208.799072265625,,209.299072265625,,
,72,,,,,,,,191.27386474609375,,191.77377319335938,,
,73,,,,,,,,198.41165161132812,,198.91165161132812,,
,74,,,,,,,,222.04888916015625,,222.54888916015625,,
,75,,,,,,,,223.41122436523438,,223.9066162109375,,
,76,,,,,,,,205.11280822753906,,205.6078643798828,,
6,615,,,,,,,216.01268005371094,,216.5118408203125,,71619.3125,266.9397888183594
6,615,219.3049774169922,,219.80445861816406,,75884.1328125,274.4784851074219,,,,,,
7,619,,205.09622192382812,,205.59622192382812,,,,,,,,
7,629,,215.7976531982422,,216.2976531982422,,,,,,,,
7,639,,164.936767578125,,165.436767578125,,,,,,,,
7,649,,196.61468505859375,,197.11468505859375,,,,,,,,
7,659,,190.5705108642578,,191.0705108642578,,,,,,,,
7,669,,218.4486083984375,,218.9486083984375,,,,,,,,
7,679,,217.07272338867188,,217.57272338867188,,,,,,,,
7,689,,193.58236694335938,,194.08236694335938,,,,,,,,
7,699,,204.48110961914062,,204.98110961914062,,,,,,,,
,77,,,,,,,,224.21902465820312,,224.71902465820312,,
,78,,,,,,,,184.45018005371094,,184.95018005371094,,
,79,,,,,,,,215.60659790039062,,216.10211181640625,,
,80,,,,,,,,202.10443115234375,,202.60443115234375,,
,81,,,,,,,,231.16795349121094,,231.66795349121094,,
,82,,,,,,,,184.4351348876953,,184.9351348876953,,
,83,,,,,,,,193.927978515625,,194.423095703125,,
,84,,,,,,,,199.75132751464844,,200.25132751464844,,
,85,,,,,,,,207.29017639160156,,207.79017639160156,,
,86,,,,,,,,225.95606994628906,,226.45606994628906,,
,87,,,,,,,,182.4676055908203,,182.96438598632812,,
7,703,,,,,,,204.7338409423828,,205.23272705078125,,64704.73046875,253.57875061035156
7,703,208.52268981933594,,209.02210998535156,,68885.7109375,261.3015441894531,,,,,,
8,709,,194.58615112304688,,195.08615112304688,,,,,,,,
8,719,,225.05975341796875,,225.55975341796875,,,,,,,,
8,729,,207.80262756347656,,208.30262756347656,,,,,,,,
8,739,,188.62083435058594,,189.12078857421875,,,,,,,,
8,749,,173.57949829101562,,174.07949829101562,,,,,,,,
8,759,,163.748046875,,164.24139404296875,,,,,,,,
8,769,,211.26731872558594,,211.7645263671875,,,,,,,,
8,779,,166.47882080078125,,166.97882080078125,,,,,,,,
8,789,,216.3081512451172,,216.8081512451172,,,,,,,,
,88,,,,,,,,207.79248046875,,208.29248046875,,
,89,,,,,,,,169.3465576171875,,169.8465576171875,,
,90,,,,,,,,231.08847045898438,,231.58847045898438,,
,91,,,,,,,,189.7694854736328,,190.26646423339844,,
,92,,,,,,,,218.71603393554688,,219.21588134765625,,
,93,,,,,,,,195.3106689453125,,195.8106689453125,,
,94,,,,,,,,180.6881866455078,,181.1881866455078,,
,95,,,,,,,,187.6346893310547,,188.1346893310547,,
,96,,,,,,,,200.2794647216797,,200.77279663085938,,
,97,,,,,,,,210.45603942871094,,210.95545959472656,,
,98,,,,,,,,179.35739135742188,,179.85357666015625,,
8,791,,,,,,,197.36383056640625,,197.86253356933594,,61320.27734375,246.8129425048828
8,791,200.4515838623047,,200.9507293701172,,64403.71875,252.6791534423828,,,,,,
9,799,,183.4583740234375,,183.9583740234375,,,,,,,,
9,809,,210.51805114746094,,211.01805114746094,,,,,,,,
9,819,,205.3324432373047,,205.82901000976562,,,,,,,,
9,829,,208.67990112304688,,209.17990112304688,,,,,,,,
9,839,,193.36883544921875,,193.86854553222656,,,,,,,,
9,849,,206.0073699951172,,206.5073699951172,,,,,,,,
9,859,,157.12181091308594,,157.62181091308594,,,,,,,,
9,869,,193.57174682617188,,194.07174682617188,,,,,,,,
9,879,,202.83555603027344,,203.33555603027344,,,,,,,,
,99,,,,,,,,211.42306518554688,,211.92306518554688,,
,100,,,,,,,,164.6226043701172,,165.1226043701172,,
,101,,,,,,,,204.07516479492188,,204.57516479492188,,
,102,,,,,,,,200.93576049804688,,201.43576049804688,,
,103,,,,,,,,210.16372680664062,,210.66372680664062,,
,104,,,,,,,,183.69195556640625,,184.19195556640625,,
,105,,,,,,,,176.63475036621094,,177.13475036621094,,
,106,,,,,,,,189.81658935546875,,190.31639099121094,,
,107,,,,,,,,196.52920532226562,,197.02920532226562,,
,108,,,,,,,,196.9826202392578,,197.4826202392578,,
,109,,,,,,,,174.7499237060547,,175.2499237060547,,
9,879,,,,,,,191.83267211914062,,192.3326416015625,,57916.25,240.04420471191406
9,879,193.7186279296875,,194.2178955078125,,60464.07421875,244.7981414794922,,,,,,
10,889,,189.0012969970703,,189.4971923828125,,,,,,,,
10,899,,166.22413635253906,,166.71890258789062,,,,,,,,
10,909,,180.77587890625,,181.27587890625,,,,,,,,
10,919,,160.86334228515625,,161.3633270263672,,,,,,,,
10,929,,212.89907836914062,,213.39907836914062,,,,,,,,
10,939,,201.5008544921875,,202.0008544921875,,,,,,,,
10,949,,185.58139038085938,,186.08139038085938,,,,,,,,
10,959,,189.49880981445312,,189.99880981445312,,,,,,,,
,110,,,,,,,,207.48023986816406,,207.97735595703125,,
,111,,,,,,,,160.60009765625,,161.10009765625,,
,112,,,,,,,,205.20680236816406,,205.70680236816406,,
,113,,,,,,,,191.6996307373047,,192.1996307373047,,
,114,,,,,,,,200.9793243408203,,201.4793243408203,,
,115,,,,,,,,193.99697875976562,,194.49697875976562,,
,116,,,,,,,,173.42489624023438,,173.92454528808594,,
,117,,,,,,,,189.42872619628906,,189.9273681640625,,
,118,,,,,,,,190.79019165039062,,191.29019165039062,,
,119,,,,,,,,182.82656860351562,,183.32470703125,,
,120,,,,,,,,183.51312255859375,,184.01312255859375,,
10,967,,,,,,,189.10191345214844,,189.60133361816406,,56660.12109375,237.41993713378906
10,967,184.3496856689453,,184.84918212890625,,55279.71484375,234.0450439453125,,,,,,
11,969,,175.579833984375,,176.079833984375,,,,,,,,
11,979,,169.6476287841797,,170.1476287841797,,,,,,,,
11,989,,170.66995239257812,,171.16995239257812,,,,,,,,
11,999,,162.16116333007812,,162.66116333007812,,,,,,,,
11,1009,,168.99227905273438,,169.49227905273438,,,,,,,,
11,1019,,180.6943359375,,181.1943359375,,,,,,,,
11,1029,,182.11436462402344,,182.61436462402344,,,,,,,,
11,1039,,156.2112274169922,,156.7112274169922,,,,,,,,
11,1049,,178.9777069091797,,179.4777069091797,,,,,,,,
,121,,,,,,,,186.3286590576172,,186.8286590576172,,
,122,,,,,,,,148.0330047607422,,148.5330047607422,,
,123,,,,,,,,189.3580322265625,,189.8580322265625,,
,124,,,,,,,,179.6884765625,,180.18765258789062,,
,125,,,,,,,,203.62347412109375,,204.12347412109375,,
,126,,,,,,,,182.94435119628906,,183.44435119628906,,
,127,,,,,,,,163.48451232910156,,163.98451232910156,,
,128,,,,,,,,183.02029418945312,,183.52029418945312,,
,129,,,,,,,,188.98216247558594,,189.48216247558594,,
,130,,,,,,,,187.95669555664062,,188.45669555664062,,
,131,,,,,,,,175.44015502929688,,175.94015502929688,,
11,1055,,,,,,,180.8207244873047,,181.32064819335938,,52656.32421875,228.7986602783203
11,1055,181.168212890625,,181.66778564453125,,53470.6015625,230.41929626464844,,,,,,
12,1059,,179.4815673828125,,179.97677612304688,,,,,,,,
12,1069,,164.05406188964844,,164.55406188964844,,,,,,,,
12,1079,,190.67605590820312,,191.17605590820312,,,,,,,,
12,1089,,180.9061737060547,,181.4061737060547,,,,,,,,
12,1099,,162.96307373046875,,163.4628448486328,,,,,,,,
12,1109,,197.83251953125,,198.33251953125,,,,,,,,
12,1119,,183.65164184570312,,184.15164184570312,,,,,,,,
12,1129,,177.72750854492188,,178.22750854492188,,,,,,,,
12,1139,,144.7053680419922,,145.2053680419922,,,,,,,,
,132,,,,,,,,179.7427215576172,,180.2427215576172,,
,133,,,,,,,,139.27615356445312,,139.77227783203125,,
,134,,,,,,,,196.08079528808594,,196.58079528808594,,
,135,,,,,,,,179.6475830078125,,180.1475830078125,,
,136,,,,,,,,188.1643829345703,,188.6643829345703,,
,137,,,,,,,,176.56948852539062,,177.06948852539062,,
,138,,,,,,,,166.0457763671875,,166.5457763671875,,
,139,,,,,,,,175.6338348388672,,176.1338348388672,,
,140,,,,,,,,186.97186279296875,,187.47186279296875,,
,141,,,,,,,,176.7338409423828,,177.2338409423828,,
,142,,,,,,,,171.6525421142578,,172.1525421142578,,
12,1143,,,,,,,176.05970764160156,,176.55935668945312,,50925.640625,224.96148681640625
12,1143,177.2581329345703,,177.7577362060547,,51480.34765625,225.70346069335938,,,,,,
13,1149,,160.59017944335938,,161.09017944335938,,,,,,,,
13,1159,,168.13758850097656,,168.63758850097656,,,,,,,,
13,1169,,175.6477508544922,,176.1477508544922,,,,,,,,
13,1179,,152.80178833007812,,153.30178833007812,,,,,,,,
13,1189,,167.81976318359375,,168.31549072265625,,,,,,,,
13,1199,,180.16915893554688,,180.66915893554688,,,,,,,,
13,1209,,193.91058349609375,,194.41058349609375,,,,,,,,
13,1219,,134.98870849609375,,135.48870849609375,,,,,,,,
13,1229,,169.5436553955078,,170.0436553955078,,,,,,,,
,143,,,,,,,,180.31321716308594,,180.81321716308594,,
,144,,,,,,,,147.6880645751953,,148.1880645751953,,
,145,,,,,,,,199.88943481445312,,200.38943481445312,,
,146,,,,,,,,190.50357055664062,,191.00357055664062,,
,147,,,,,,,,201.23191833496094,,201.73191833496094,,
,148,,,,,,,,165.12869262695312,,165.62413024902344,,
,149,,,,,,,,171.04086303710938,,171.54086303710938,,
,150,,,,,,,,178.66378784179688,,179.16378784179688,,
,151,,,,,,,,178.9027557373047,,179.4027557373047,,
,152,,,,,,,,190.5340576171875,,191.0340576171875,,
,153,,,,,,,,161.33734130859375,,161.83734130859375,,
13,1231,,,,,,,178.7069549560547,,179.20654296875,,51082.30859375,225.29754638671875
13,1231,173.9525604248047,,174.4518280029297,,49878.53515625,222.09295654296875,,,,,,
14,1239,,152.6099853515625,,153.10386657714844,,,,,,,,
14,1249,,176.41500854492188,,176.91500854492188,,,,,,,,
14,1259,,189.289794921875,,189.78810119628906,,,,,,,,
14,1269,,173.03041076660156,,173.53041076660156,,,,,,,,
14,1279,,165.58795166015625,,166.08795166015625,,,,,,,,
14,1289,,196.29708862304688,,196.79708862304688,,,,,,,,
14,1299,,163.66830444335938,,164.16830444335938,,,,,,,,
14,1309,,152.90101623535156,,153.40101623535156,,,,,,,,
14,1319,,198.9058380126953,,199.4058380126953,,,,,,,,
,154,,,,,,,,190.55169677734375,,191.0513916015625,,
,155,,,,,,,,149.98854064941406,,150.48854064941406,,
,156,,,,,,,,185.0699005126953,,185.5699005126953,,
,157,,,,,,,,180.63296508789062,,181.13296508789062,,
,158,,,,,,,,195.31243896484375,,195.81243896484375,,
,159,,,,,,,,177.552978515625,,178.052978515625,,
,160,,,,,,,,154.6167449951172,,155.1167449951172,,
,161,,,,,,,,177.73373413085938,,178.23373413085938,,
,162,,,,,,,,175.4510498046875,,175.9510498046875,,
,163,,,,,,,,185.1705780029297,,185.6705780029297,,
,164,,,,,,,,154.59671020507812,,155.09671020507812,,
14,1319,,,,,,,175.21102905273438,,175.71099853515625,,49880.78125,222.5880889892578
14,1319,170.20704650878906,,170.7064208984375,,48100.48046875,218.2366943359375,,,,,,
15,1329,,135.35433959960938,,135.8469696044922,,,,,,,,
15,1339,,187.24917602539062,,187.74169921875,,,,,,,,
15,1349,,196.8819580078125,,197.38185119628906,,,,,,,,
15,1359,,156.95533752441406,,157.45533752441406,,,,,,,,
15,1369,,139.38369750976562,,139.88369750976562,,,,,,,,
15,1379,,149.3602752685547,,149.8602752685547,,,,,,,,
15,1389,,187.6225128173828,,188.1224822998047,,,,,,,,
15,1399,,147.877197265625,,148.37692260742188,,,,,,,,
,165,,,,,,,,195.40464782714844,,195.8987274169922,,
,166,,,,,,,,144.40072631835938,,144.8963623046875,,
,167,,,,,,,,188.412353515625,,188.912353515625,,
,168,,,,,,,,171.0937957763672,,171.5937957763672,,
,169,,,,,,,,190.74684143066406,,191.24684143066406,,
,170,,,,,,,,179.45516967773438,,179.95516967773438,,
,171,,,,,,,,158.91122436523438,,159.41122436523438,,
,172,,,,,,,,176.20773315429688,,176.70773315429688,,
,173,,,,,,,,169.07005310058594,,169.57005310058594,,
,174,,,,,,,,183.71104431152344,,184.21104431152344,,
,175,,,,,,,,159.7173309326172,,160.2173309326172,,
15,1407,,,,,,,174.32614135742188,,174.82521057128906,,49866.71875,222.3367156982422
15,1407,166.27796936035156,,166.7772216796875,,46405.515625,214.28225708007812,,,,,,
16,1409,,172.73301696777344,,173.23301696777344,,,,,,,,
16,1419,,172.57630920410156,,173.07630920410156,,,,,,,,
16,1429,,179.662353515625,,180.16195678710938,,,,,,,,
16,1439,,178.68878173828125,,179.18878173828125,,,,,,,,
16,1449,,172.80490112304688,,173.30490112304688,,,,,,,,
16,1459,,160.36260986328125,,160.8626251220703,,,,,,,,
16,1469,,150.83444213867188,,151.33444213867188,,,,,,,,
16,1479,,148.7481689453125,,149.2423095703125,,,,,,,,
16,1489,,165.97036743164062,,166.47036743164062,,,,,,,,
,176,,,,,,,,200.3450164794922,,200.8450164794922,,
,177,,,,,,,,151.9688720703125,,152.4688720703125,,
,178,,,,,,,,204.91201782226562,,205.41201782226562,,
,179,,,,,,,,181.71676635742188,,182.21676635742188,,
,180,,,,,,,,191.49929809570312,,191.99929809570312,,
,181,,,,,,,,185.1687774658203,,185.6687774658203,,
,182,,,,,,,,155.6229248046875,,156.1229248046875,,
,183,,,,,,,,192.1105499267578,,192.6105499267578,,
,184,,,,,,,,187.69754028320312,,188.19383239746094,,
,185,,,,,,,,182.15126037597656,,182.65126037597656,,
,186,,,,,,,,165.23744201660156,,165.73744201660156,,
16,1495,,,,,,,181.7223358154297,,182.2220001220703,,52577.9375,228.11354064941406
16,1495,165.27816772460938,,165.77760314941406,,45583.52734375,212.56089782714844,,,,,,
17,1499,,178.58425903320312,,179.08425903320312,,,,,,,,
17,1509,,169.17471313476562,,169.66738891601562,,,,,,,,
17,1519,,197.38339233398438,,197.88339233398438,,,,,,,,
17,1529,,174.0393524169922,,174.5393524169922,,,,,,,,
17,1539,,193.84909057617188,,194.34909057617188,,,,,,,,
17,1549,,150.24957275390625,,150.74957275390625,,,,,,,,
17,1559,,151.2857208251953,,151.7857208251953,,,,,,,,
17,1569,,226.89125061035156,,227.39125061035156,,,,,,,,
17,1579,,158.43028259277344,,158.93028259277344,,,,,,,,
,187,,,,,,,,177.18484497070312,,177.68484497070312,,
,188,,,,,,,,129.7991943359375,,130.2991943359375,,
,189,,,,,,,,180.21849060058594,,180.715576171875,,
,190,,,,,,,,184.67176818847656,,185.17176818847656,,
,191,,,,,,,,184.1802978515625,,184.6802978515625,,
,192,,,,,,,,171.07598876953125,,171.57598876953125,,
,193,,,,,,,,156.41183471679688,,156.91183471679688,,
,194,,,,,,,,180.45082092285156,,180.95082092285156,,
,195,,,,,,,,170.31578063964844,,170.81280517578125,,
,196,,,,,,,,180.66407775878906,,181.16014099121094,,
,197,,,,,,,,156.15884399414062,,156.6583709716797,,
17,1583,,,,,,,170.14263916015625,,170.64170837402344,,47315.875,216.70947265625
17,1583,164.4772491455078,,164.9765625,,45023.90625,210.86288452148438,,,,,,
18,1589,,139.55813598632812,,140.05813598632812,,,,,,,,
18,1599,,136.62648010253906,,137.12646484375,,,,,,,,
18,1609,,160.95870971679688,,161.45870971679688,,,,,,,,
18,1619,,153.36192321777344,,153.86192321777344,,,,,,,,
18,1629,,214.6253204345703,,215.1253204345703,,,,,,,,
18,1639,,190.5185089111328,,191.0184326171875,,,,,,,,
18,1649,,152.7684326171875,,153.2684326171875,,,,,,,,
18,1659,,158.5962371826172,,159.0962371826172,,,,,,,,
18,1669,,146.81468200683594,,147.31468200683594,,,,,,,,
,198,,,,,,,,182.4081268310547,,182.90740966796875,,
,199,,,,,,,,129.38446044921875,,129.88446044921875,,
,200,,,,,,,,187.33322143554688,,187.83322143554688,,
,201,,,,,,,,169.94552612304688,,170.44552612304688,,
,202,,,,,,,,182.85296630859375,,183.35296630859375,,
,203,,,,,,,,172.26715087890625,,172.76715087890625,,
,204,,,,,,,,150.77178955078125,,151.27178955078125,,
,205,,,,,,,,169.04922485351562,,169.54701232910156,,
,206,,,,,,,,169.0633544921875,,169.5633544921875,,
,207,,,,,,,,174.735107421875,,175.235107421875,,
,208,,,,,,,,141.4002685546875,,141.9002685546875,,
18,1671,,,,,,,166.36282348632812,,166.86256408691406,,45358.40234375,211.82676696777344
18,1671,162.54196166992188,,163.04129028320312,,44024.328125,208.39662170410156,,,,,,
19,1679,,148.09815979003906,,148.59815979003906,,,,,,,,
19,1689,,147.1543731689453,,147.65383911132812,,,,,,,,
19,1699,,160.32754516601562,,160.8199462890625,,,,,,,,
19,1709,,148.16336059570312,,148.66336059570312,,,,,,,,
19,1719,,157.62789916992188,,158.12789916992188,,,,,,,,
19,1729,,134.9287567138672,,135.4287567138672,,,,,,,,
19,1739,,162.03948974609375,,162.53948974609375,,,,,,,,
19,1749,,146.69949340820312,,147.19949340820312,,,,,,,,
19,1759,,156.6959686279297,,157.1959686279297,,,,,,,,
,209,,,,,,,,166.39869689941406,,166.89869689941406,,
,210,,,,,,,,123.20208740234375,,123.70204162597656,,
,211,,,,,,,,178.70822143554688,,179.20822143554688,,
,212,,,,,,,,174.88893127441406,,175.38893127441406,,
,213,,,,,,,,174.80514526367188,,175.29971313476562,,
,214,,,,,,,,151.05967712402344,,151.55967712402344,,
,215,,,,,,,,143.4022216796875,,143.9014892578125,,
,216,,,,,,,,169.99636840820312,,170.49636840820312,,
,217,,,,,,,,165.824951171875,,166.324951171875,,
,218,,,,,,,,163.40695190429688,,163.90695190429688,,
,219,,,,,,,,153.44821166992188,,153.94821166992188,,
19,1759,,,,,,,160.48739624023438,,160.98683166503906,,42480.8671875,205.13760375976562
19,1759,159.32505798339844,,159.82421875,,42865.44140625,205.9261932373047,,,,,,
20,1769,,130.16981506347656,,130.66981506347656,,,,,,,,
20,1779,,168.6108856201172,,169.1108856201172,,,,,,,,
20,1789,,184.12423706054688,,184.62423706054688,,,,,,,,
20,1799,,154.97799682617188,,155.47799682617188,,,,,,,,
20,1809,,129.2619171142578,,129.7619171142578,,,,,,,,
20,1819,,189.3118438720703,,189.8118438720703,,,,,,,,
20,1829,,142.180908203125,,142.6761474609375,,,,,,,,
20,1839,,146.96022033691406,,147.46022033691406,,,,,,,,
,220,,,,,,,,168.589599609375,,169.08726501464844,,
,221,,,,,,,,126.038818359375,,126.53250885009766,,
,222,,,,,,,,179.4386444091797,,179.9386444091797,,
,223,,,,,,,,172.4322509765625,,172.9322509765625,,
,224,,,,,,,,180.14747619628906,,180.64747619628906,,
,225,,,,,,,,163.27586364746094,,163.77586364746094,,
